image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Apple__Healthy\vertical_flip_Screen Shot 2018-06-08 at 5.07.18 PM.png,Apple__Healthy,light,328,278,70.02,7.43,201.18,0.0089,1,0.9767,12.92,0.8517,1,0.994,77.77,0.6899,1,0.9998,121.79,0.6635,fast
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-08 at 2.31.23 PM.png,Apple__Rotten,heavy,432,380,155.77,3101.04,170.7,0.0387,1,0.6447,582.92,0.6615,1,0.6168,1228.01,0.306,1,0.997,1024.8,0.3621,fast
data\test\Grape__Rotten\RottenGrape (187).jpg,Grape__Rotten,burst,1163,1369,168.06,21.16,134.95,0.0056,1,0.9922,1083.35,0.4945,1,1.0,5322.63,0.0159,1,1.0,2648.49,0.0041,fast
data\test\Orange__Healthy\Screen Shot 2018-06-13 at 12.09.49 AM.png,Orange__Healthy,light,536,406,206.31,6.2,211.28,0.0024,1,0.8877,92.57,0.8251,1,1.0,39.86,0.7026,1,0.9971,80.07,0.6774,fast
data\test\Strawberry__Rotten\874.jpg,Strawberry__Rotten,light,224,224,7.5,265.93,117.4,0.0476,1,0.8449,63.58,0.8348,1,1.0,63.66,0.6946,1,1.0,117.09,0.6651,fast
data\test\Banana__Healthy\freshBanana (340).jpg,Banana__Healthy,light,224,224,6.15,133.72,126.06,0.015,1,0.943,48.23,0.8399,1,1.0,60.6,0.6956,1,1.0,118.5,0.6646,fast
data\test\Cucumber__Healthy\freshCucumber (21).jpg,Cucumber__Healthy,light,4032,3024,1900.69,38.8,153.64,0.004,1,0.9605,33.98,0.8447,1,1.0,43.25,0.7014,1,0.9998,153.62,0.6529,fast
data\test\Mango__Rotten\alternaria_068.jpg,Mango__Rotten,light,224,224,7.4,509.74,97.34,0.0426,1,0.9528,112.0,0.8186,1,1.0,18.52,0.7097,1,1.0,107.2,0.6684,fast
data\test\Cucumber__Rotten\rottenCucumber (489).jpg,Cucumber__Rotten,heavy,305,165,3.93,284.36,219.0,0.04,0,0.5372,627.73,-0.3535,1,0.9927,661.13,0.4952,1,0.9973,1005.95,0.3684,balanced
data\test\Strawberry__Healthy\487.jpg,Strawberry__Healthy,light,224,224,3.75,98.65,149.6,0.0154,1,0.9448,71.45,0.8322,1,1.0,120.93,0.6755,1,0.9995,72.72,0.6799,fast
data\test\Cucumber__Rotten\rottenCucumber (316).jpg,Cucumber__Rotten,heavy,275,183,5.97,891.83,185.73,0.096,1,0.9458,621.75,0.6485,1,0.9997,1130.55,0.3386,1,0.9916,1111.51,0.3332,fast
data\test\Orange__Healthy\freshOrange (128).png,Orange__Healthy,heavy,320,258,78.22,1404.87,125.48,0.0533,0,0.4421,669.64,-0.3675,1,0.9992,1201.01,0.3151,1,0.998,1241.04,0.29,balanced
data\test\Cucumber__Rotten\rottenCucumber (477).jpg,Cucumber__Rotten,heavy,100,100,4.3,1405.11,193.01,0.0574,0,0.4993,684.38,-0.3724,1,0.9872,1085.53,0.3536,1,0.9994,996.18,0.3717,heavy
data\test\Orange__Healthy\rotated_by_60_Screen Shot 2018-06-13 at 12.20.15 AM.png,Orange__Healthy,light,318,282,105.95,510.44,128.09,0.0218,0,0.7974,122.37,-0.1848,1,0.9999,105.99,0.6805,1,0.9995,42.83,0.6898,heavy
data\test\Carrot__Rotten\rottenCarrot (291).jpg,Carrot__Rotten,light,100,100,3.82,1614.29,234.07,0.0683,1,0.5502,31.46,0.8455,1,1.0,81.78,0.6886,1,1.0,74.42,0.6793,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 8.52.16 PM.png,Banana__Rotten,burst,628,374,140.89,355.22,181.81,0.035,1,0.9696,1006.85,0.52,1,1.0,1223.04,0.3077,1,1.0,1605.01,0.1685,fast
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-12 at 11.58.02 PM.png,Orange__Healthy,light,246,206,57.08,21.59,179.31,0.0119,1,0.9512,46.94,0.8404,1,0.9851,122.15,0.6751,1,0.9979,116.64,0.6652,fast
data\test\Orange__Healthy\freshOrange (143).jpg,Orange__Healthy,light,2684,2585,660.14,11.96,171.99,0.0007,1,0.7603,137.89,0.81,1,1.0,91.49,0.6853,1,0.989,24.44,0.696,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.20.08 PM.png,Apple__Healthy,light,336,402,142.02,37.86,156.91,0.0173,1,0.779,18.9,0.8497,1,1.0,208.19,0.6464,1,0.9993,109.65,0.6675,fast
data\test\Potato__Rotten\rottenPotato (90).jpg,Potato__Rotten,heavy,168,112,2.75,1314.22,223.15,0.0654,1,0.4825,639.38,0.6426,1,0.9997,1202.57,0.3145,1,0.9992,923.55,0.3959,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-07 at 2.57.17 PM.png,Apple__Rotten,burst,402,304,108.34,769.63,138.56,0.0207,1,0.8989,1568.06,0.3327,1,1.0,1000.39,0.382,1,0.9857,2041.8,0.0227,balanced
data\test\Tomato__Healthy\freshTomato (126).png,Tomato__Healthy,heavy,480,322,198.3,636.9,152.7,0.0731,1,0.8156,472.53,0.6983,1,0.9997,1361.81,0.2614,1,0.9991,1278.53,0.2774,fast
data\test\Orange__Healthy\freshOrange (221).jpg,Orange__Healthy,heavy,224,224,8.02,252.0,127.92,0.0519,0,0.4173,873.59,-0.4355,1,0.9855,1173.04,0.3244,1,0.9949,1004.42,0.3689,heavy
data\test\Orange__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 11.29.31 PM.png,Orange__Rotten,light,450,370,177.75,381.88,178.65,0.0253,1,0.9966,48.09,0.84,1,0.9998,84.77,0.6876,1,0.9995,23.67,0.6962,fast
data\test\Banana__Rotten\rottenBanana (403).jpg,Banana__Rotten,light,224,224,4.55,56.67,133.79,0.0237,1,0.9555,56.31,0.8372,1,0.9996,75.25,0.6908,1,0.9995,86.15,0.6754,fast
data\test\Strawberry__Rotten\493.jpg,Strawberry__Rotten,heavy,224,224,3.37,85.77,139.75,0.0088,1,0.8328,647.72,0.6399,1,1.0,1049.3,0.3657,1,1.0,1025.38,0.3619,fast
data\test\Bellpepper__Healthy\freshPepper (258).jpg,Bellpepper__Healthy,burst,224,224,15.38,454.17,72.43,0.0797,1,0.9531,1092.31,0.4915,1,0.9999,2504.44,0.0159,1,0.9994,4232.23,0.0041,fast
data\test\Carrot__Healthy\freshCarrot (591).jpg,Carrot__Healthy,light,224,224,15.44,383.44,103.05,0.0818,1,0.9336,62.17,0.8353,1,1.0,148.27,0.6664,1,1.0,33.72,0.6929,fast
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-08 at 2.41.16 PM.png,Apple__Rotten,heavy,264,240,55.66,3146.16,196.15,0.0432,1,0.9688,797.02,0.59,1,0.9998,4153.89,0.0159,1,1.0,890.48,0.4069,fast
data\test\Banana__Rotten\saltandpepper_Screen Shot 2018-06-12 at 9.18.50 PM.png,Banana__Rotten,light,560,412,198.55,2802.76,194.32,0.0425,1,0.8456,58.49,0.8365,1,0.9999,161.8,0.6619,1,0.9965,83.14,0.6764,fast
data\test\Apple__Healthy\translation_Screen Shot 2018-06-08 at 5.04.11 PM.png,Apple__Healthy,heavy,308,366,88.3,778.18,127.92,0.0221,1,0.9593,815.34,0.5839,1,1.0,1064.26,0.3607,1,1.0,1114.31,0.3322,fast
data\test\Strawberry__Rotten\198.jpg,Strawberry__Rotten,light,224,224,3.77,67.23,126.57,0.0158,1,0.9596,46.58,0.8405,1,1.0,25.1,0.7075,1,1.0,195.91,0.6387,fast
data\test\Mango__Healthy\healthy_037.jpg,Mango__Healthy,light,224,224,6.96,259.32,150.78,0.0259,1,0.5058,25.45,0.8475,1,0.9955,142.98,0.6681,1,0.9982,70.17,0.6807,fast
data\test\Tomato__Healthy\freshTomato (4).jpg,Tomato__Healthy,light,224,224,15.35,615.91,118.98,0.102,1,0.7372,27.32,0.8469,1,0.9997,34.46,0.7044,1,0.9979,194.93,0.6391,fast
data\test\Orange__Rotten\rottenOrange (289).jpg,Orange__Rotten,heavy,224,224,8.84,724.99,116.4,0.0422,1,0.8784,608.34,0.653,1,1.0,1163.75,0.3275,1,0.9862,529.53,0.5274,fast
data\test\Strawberry__Rotten\632.jpg,Strawberry__Rotten,heavy,224,224,10.54,450.51,112.11,0.0924,1,0.9839,583.66,0.6612,1,1.0,1130.55,0.3386,1,0.9999,922.51,0.3963,fast
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 11.55.37 PM.png,Orange__Healthy,light,406,332,140.65,361.36,130.65,0.0148,1,0.9929,11.65,0.8521,1,1.0,142.33,0.6684,1,1.0,21.37,0.697,fast
data\test\Apple__Healthy\rotated_by_15_Screen Shot 2018-06-08 at 5.05.18 PM.png,Apple__Healthy,light,184,172,33.64,823.97,184.36,0.0252,1,0.9729,19.81,0.8494,1,0.9999,51.17,0.6988,1,0.9999,111.8,0.6668,fast
data\test\Mango__Rotten\lasio_045.jpg,Mango__Rotten,light,224,224,7.85,302.14,104.95,0.0437,1,0.8973,31.0,0.8457,1,1.0,98.35,0.683,1,1.0,116.02,0.6654,fast
data\test\Potato__Rotten\rottenPotato (114).jpg,Potato__Rotten,light,194,259,6.37,772.6,151.34,0.0476,1,0.3034,54.34,0.8379,1,0.9831,172.16,0.6584,1,0.8576,36.79,0.6919,fast
data\test\Mango__Rotten\406.jpg,Mango__Rotten,heavy,224,224,10.42,398.34,110.75,0.1164,1,0.9882,684.17,0.6277,1,1.0,1184.55,0.3205,1,1.0,1345.91,0.255,fast
data\test\Banana__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 8.54.43 PM.png,Banana__Rotten,heavy,644,390,212.53,211.93,112.68,0.0204,1,0.6094,621.75,0.6485,1,1.0,1086.41,0.3533,1,1.0,1041.4,0.3566,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.47.27 PM.png,Apple__Rotten,light,452,382,185.32,378.09,135.47,0.0157,1,0.9481,42.55,0.8418,1,1.0,206.23,0.647,1,1.0,41.34,0.6903,fast
data\test\Strawberry__Healthy\380.jpg,Strawberry__Healthy,heavy,224,224,3.81,57.14,134.28,0.0136,1,0.7479,211.49,0.7854,1,1.0,1760.0,0.1285,1,1.0,529.53,0.5274,fast
data\test\Carrot__Rotten\rottenCarrot (550).jpg,Carrot__Rotten,burst,259,194,11.4,3222.82,139.06,0.1817,0,0.8128,1287.57,-0.5737,1,0.9529,1541.81,0.2013,1,0.6826,1441.21,0.2232,heavy
data\test\Mango__Rotten\794.jpg,Mango__Rotten,light,224,224,6.32,104.48,102.9,0.0249,1,0.8787,40.59,0.8425,1,1.0,127.61,0.6733,1,0.9984,58.83,0.6845,fast
data\test\Potato__Rotten\rottenPotato (458).jpg,Potato__Rotten,heavy,275,183,6.46,1671.06,205.92,0.0972,1,0.6959,624.21,0.6477,1,0.9991,1138.72,0.3358,1,0.9996,847.21,0.4214,fast
data\test\Banana__Rotten\vertical_flip_Screen Shot 2018-06-12 at 9.10.10 PM.png,Banana__Rotten,light,598,404,194.64,78.96,187.47,0.0316,1,1.0,73.67,0.8314,1,1.0,140.23,0.6691,1,1.0,63.43,0.683,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-07 at 2.18.57 PM.png,Apple__Rotten,burst,520,492,295.68,534.45,147.71,0.0282,1,0.6512,1413.28,0.3844,1,0.9998,1223.05,0.3077,1,0.9978,1616.15,0.1648,fast
data\test\Grape__Healthy\FreshGrape (49).jpg,Grape__Healthy,heavy,722,849,64.0,24.86,158.73,0.0033,1,0.8046,639.5,0.6426,1,0.9986,1184.55,0.3205,1,0.9985,1108.18,0.3343,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-08 at 2.31.08 PM.png,Apple__Rotten,light,422,392,147.01,619.09,135.73,0.0154,1,0.7094,111.93,0.8187,1,0.9999,87.74,0.6866,1,0.9997,104.62,0.6692,fast
data\test\Carrot__Healthy\freshCarrot (70).jpg,Carrot__Healthy,light,224,224,13.78,264.1,101.13,0.0718,1,0.9647,140.15,0.8093,1,1.0,55.66,0.6973,1,1.0,242.28,0.6233,fast
data\test\Mango__Healthy\546.jpg,Mango__Healthy,light,224,224,10.57,578.14,126.07,0.1404,1,0.4826,17.19,0.8503,1,1.0,69.38,0.6927,1,0.9999,104.73,0.6692,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.04.24 PM.png,Apple__Healthy,light,364,324,78.58,547.08,136.0,0.0169,1,0.9225,29.8,0.8461,1,0.9999,253.65,0.6312,1,1.0,129.45,0.6609,fast
data\test\Tomato__Healthy\freshTomato (101).jpg,Tomato__Healthy,heavy,1600,1200,298.89,218.99,81.44,0.0239,0,0.6784,560.29,-0.331,1,0.9626,1185.17,0.3203,1,0.9994,1024.85,0.3621,heavy
data\test\Tomato__Rotten\rottenTomato (119).jpg,Tomato__Rotten,heavy,348,331,207.89,202.21,193.79,0.0497,0,0.5874,539.27,-0.324,1,0.9543,1168.32,0.326,1,0.7489,995.65,0.3719,heavy
data\test\Tomato__Healthy\freshTomato (163).jpg,Tomato__Healthy,burst,224,224,5.22,396.28,68.45,0.0181,0,0.5015,1080.83,-0.5047,1,1.0,1430.78,0.2384,1,1.0,1605.01,0.1685,balanced
data\test\Cucumber__Healthy\freshCucumber (18).jpg,Cucumber__Healthy,light,4032,3024,2175.44,52.2,153.46,0.0032,1,0.9441,65.84,0.834,1,0.9999,80.28,0.6891,1,0.999,172.67,0.6465,fast
data\test\Banana__Rotten\Screen Shot 2018-06-12 at 9.10.37 PM.png,Banana__Rotten,heavy,564,382,271.69,285.53,187.55,0.0625,1,0.9999,797.56,0.5899,1,0.9999,1162.82,0.3278,1,1.0,1111.51,0.3332,fast
data\test\Potato__Rotten\rottenPotato (216).jpg,Potato__Rotten,burst,284,177,9.95,1872.84,120.9,0.1761,1,0.4924,799.37,0.5892,1,0.8821,73.12,0.6915,1,0.9832,1356.72,0.2514,balanced
data\test\Orange__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.36.53 PM.png,Orange__Rotten,light,284,288,104.73,500.41,166.04,0.0365,1,0.9987,135.95,0.8106,1,1.0,24.45,0.7077,1,0.9999,155.46,0.6522,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 8.50.20 PM.png,Banana__Rotten,heavy,576,414,124.41,328.47,178.45,0.0149,1,0.9686,472.47,0.6983,1,1.0,1185.78,0.3201,1,1.0,1346.76,0.2547,fast
data\test\Jujube__Rotten\RottenJujube (27).jpg,Jujube__Rotten,light,2548,2282,573.02,35.34,134.92,0.0021,0,0.3035,64.84,-0.1656,1,1.0,39.1,0.7028,1,0.9999,43.7,0.6895,balanced
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-13 at 12.00.02 AM.png,Orange__Healthy,light,396,350,122.66,448.63,150.53,0.018,1,0.9902,152.84,0.805,1,1.0,87.74,0.6866,1,1.0,111.04,0.6671,fast
data\test\Potato__Rotten\rottenPotato (208).jpg,Potato__Rotten,light,245,205,7.94,1029.66,187.17,0.1094,1,0.5869,46.39,0.8405,0,0.5675,25.35,-0.2926,1,0.5499,54.89,0.6858,fast
data\test\Orange__Healthy\translation_Screen Shot 2018-06-13 at 12.08.54 AM.png,Orange__Healthy,light,334,306,78.5,734.8,164.55,0.0166,1,0.8217,44.85,0.8411,1,1.0,70.37,0.6924,1,1.0,138.94,0.6578,fast
data\test\Mango__Rotten\anthracnose_024.jpg,Mango__Rotten,light,224,224,10.18,742.64,84.8,0.1177,1,0.9401,62.17,0.8353,1,1.0,131.57,0.672,1,1.0,17.07,0.6984,fast
data\test\Mango__Rotten\rottenMango (428).jpg,Mango__Rotten,heavy,224,224,4.44,236.75,107.45,0.0348,1,0.9806,641.36,0.642,1,1.0,1301.62,0.2815,1,1.0,581.89,0.5099,fast
data\test\Strawberry__Healthy\682.jpg,Strawberry__Healthy,light,224,224,9.8,489.85,114.91,0.0934,1,0.9457,49.98,0.8393,1,1.0,24.45,0.7077,1,1.0,213.33,0.6329,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.25.22 PM.png,Apple__Healthy,light,274,316,81.13,36.85,210.07,0.0107,1,0.9772,123.4,0.8148,1,1.0,155.63,0.6639,1,1.0,45.67,0.6889,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.04.31 PM.png,Apple__Healthy,light,390,418,119.62,451.68,165.01,0.0166,1,0.9921,11.61,0.8521,1,1.0,74.79,0.6909,1,1.0,44.99,0.6891,fast
data\test\Banana__Healthy\freshBanana (60).png,Banana__Healthy,heavy,320,258,87.75,1130.34,141.05,0.0686,1,0.8493,611.53,0.6519,1,0.9989,849.9,0.4322,1,0.9995,1024.86,0.3621,fast
data\test\Strawberry__Rotten\373.jpg,Strawberry__Rotten,heavy,224,224,2.76,61.11,142.74,0.0107,1,0.9543,819.64,0.5825,1,1.0,1185.17,0.3203,1,0.9994,1106.14,0.335,fast
data\test\Banana__Rotten\rottenBanana (63).jpg,Banana__Rotten,burst,3244,3040,1192.35,51.3,147.36,0.0031,1,0.9999,1602.48,0.3212,1,1.0,1726.76,0.1396,1,1.0,1924.58,0.0618,fast
data\test\Apple__Healthy\FreshApple (140).jpg,Apple__Healthy,burst,2124,1779,500.61,22.03,172.62,0.0017,0,0.2291,1695.69,-0.7099,1,1.0,11681.17,0.0159,1,0.9997,3134.26,0.0041,balanced
data\test\Mango__Rotten\380.jpg,Mango__Rotten,light,224,224,3.74,54.64,139.53,0.0227,1,0.9907,15.2,0.8509,1,0.9999,111.85,0.6785,1,0.9998,178.82,0.6445,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.18.25 PM.png,Apple__Rotten,light,306,356,97.62,592.28,168.32,0.0348,1,0.8229,70.64,0.8324,1,1.0,167.81,0.6599,1,1.0,147.16,0.655,fast
data\test\Banana__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.16.28 PM.png,Banana__Rotten,light,474,288,184.23,373.06,124.79,0.0541,1,1.0,92.13,0.8253,1,1.0,76.24,0.6904,1,1.0,110.47,0.6673,fast
data\test\Mango__Rotten\alternaria_117.jpg,Mango__Rotten,light,224,224,6.1,50.16,129.43,0.024,1,0.9964,18.39,0.8499,1,1.0,72.7,0.6916,1,1.0,139.83,0.6575,fast
data\test\Mango__Rotten\332.jpg,Mango__Rotten,light,224,224,5.14,142.45,124.87,0.0317,1,0.9819,17.19,0.8503,1,1.0,21.06,0.7088,1,0.9997,44.99,0.6891,fast
data\test\Banana__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 8.59.44 PM.png,Banana__Rotten,burst,338,500,183.45,540.94,142.87,0.0562,1,1.0,960.43,0.5355,1,0.9997,1365.89,0.26,1,1.0,1215.35,0.2985,fast
data\test\Orange__Healthy\freshOrange (191).jpg,Orange__Healthy,heavy,2793,3426,1234.41,18.76,156.4,0.0002,1,0.6149,778.62,0.5962,1,1.0,1185.17,0.3203,1,0.9907,1111.51,0.3332,fast
data\test\Carrot__Rotten\rottenCarrot (45).jpg,Carrot__Rotten,light,259,194,8.14,859.27,100.43,0.1273,1,0.8654,123.4,0.8148,1,0.9999,39.67,0.7026,1,0.9664,85.95,0.6754,fast
data\test\Apple__Healthy\freshApple (260).jpg,Apple__Healthy,light,100,100,3.94,764.05,165.58,0.0365,1,0.703,102.37,0.8219,1,0.9985,120.93,0.6755,1,0.9974,166.54,0.6486,fast
data\test\Banana__Healthy\freshBanana (139).png,Banana__Healthy,light,320,258,100.58,1055.5,141.33,0.0882,1,0.9887,33.74,0.8448,1,1.0,40.0,0.7025,1,1.0,53.38,0.6863,fast
data\test\Potato__Rotten\rottenPotato (463).jpg,Potato__Rotten,light,264,191,12.95,4535.49,118.51,0.2391,1,0.8323,111.52,0.8188,1,0.9999,76.88,0.6902,1,1.0,37.9,0.6915,fast
data\test\Apple__Healthy\freshApple (309).jpg,Apple__Healthy,burst,376,324,107.07,2914.86,189.51,0.0482,1,0.8431,926.08,0.547,1,1.0,659.27,0.4958,1,1.0,1133.55,0.3258,fast
data\test\Tomato__Healthy\freshTomato (17).jpg,Tomato__Healthy,heavy,224,224,9.52,294.91,110.82,0.048,0,0.8077,641.81,-0.3582,1,0.9995,1302.49,0.2812,1,0.9925,1024.85,0.3621,heavy
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.37.53 PM.png,Apple__Rotten,light,444,402,222.18,56.96,182.82,0.0328,1,0.671,74.01,0.8313,1,1.0,76.55,0.6903,1,0.9998,30.34,0.694,fast
data\test\Strawberry__Healthy\257.jpg,Strawberry__Healthy,light,224,224,5.26,127.63,105.77,0.0111,1,0.9841,48.57,0.8398,1,1.0,58.37,0.6964,1,0.9999,20.86,0.6972,fast
data\test\Apple__Rotten\rotated_by_30_Screen Shot 2018-06-07 at 2.37.32 PM.png,Apple__Rotten,burst,386,386,177.95,470.0,144.53,0.0252,1,0.9958,1697.3,0.2896,1,1.0,1033.08,0.3711,1,1.0,225.37,0.6289,heavy
data\test\Mango__Healthy\275.jpg,Mango__Healthy,light,224,224,3.85,122.27,139.84,0.0187,1,0.9581,42.91,0.8417,1,1.0,56.2,0.6971,1,0.9999,31.73,0.6935,fast
data\test\Banana__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 9.48.26 PM.png,Banana__Healthy,light,562,448,172.92,384.11,175.97,0.0143,1,0.9941,137.89,0.81,1,1.0,121.17,0.6754,1,1.0,180.65,0.6438,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.14.03 AM.png,Orange__Healthy,heavy,354,322,120.2,423.85,163.4,0.0114,1,0.9868,727.23,0.6133,1,0.9999,1064.76,0.3605,1,0.9979,1218.59,0.2975,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 8.54.37 PM.png,Banana__Rotten,light,640,414,271.53,184.56,109.9,0.0249,1,0.9991,15.65,0.8508,1,0.9989,77.77,0.6899,1,0.9995,83.75,0.6762,fast
data\test\Pomegranate__Healthy\FreshPomegranate (136).jpg,Pomegranate__Healthy,heavy,2306,1982,547.42,18.52,124.02,0.0003,0,0.7172,656.58,-0.3631,1,0.7197,2887.92,0.0159,1,0.9984,1144.45,0.3222,heavy
data\test\Mango__Rotten\alternaria_100.jpg,Mango__Rotten,heavy,224,224,7.92,966.85,91.13,0.0431,1,0.9866,658.49,0.6363,1,1.0,1147.36,0.333,1,0.9994,581.89,0.5099,fast
data\test\Apple__Healthy\translation_Screen Shot 2018-06-08 at 4.59.44 PM.png,Apple__Healthy,light,470,386,108.21,583.65,172.02,0.0111,1,0.9947,26.51,0.8472,1,1.0,23.96,0.7079,1,0.9988,47.38,0.6883,fast
data\test\Apple__Rotten\Screen Shot 2018-06-07 at 2.55.52 PM.png,Apple__Rotten,heavy,408,366,140.44,41.59,214.59,0.0127,1,0.8665,582.42,0.6617,1,0.9962,1184.55,0.3205,1,0.994,1048.86,0.3541,fast
data\test\Cucumber__Healthy\freshCucumber (11).jpg,Cucumber__Healthy,light,4032,3024,1458.16,31.69,155.23,0.0043,1,0.8474,47.04,0.8403,1,1.0,77.77,0.6899,1,0.9997,121.79,0.6635,fast
data\test\Strawberry__Rotten\571.jpg,Strawberry__Rotten,light,224,224,11.04,615.51,118.56,0.1378,1,0.9991,42.91,0.8417,1,1.0,26.26,0.7071,1,1.0,36.83,0.6918,fast
data\test\Potato__Healthy\freshPotato (85).jpg,Potato__Healthy,light,100,100,4.43,1554.51,177.45,0.0592,1,0.9005,88.28,0.8266,1,0.9996,73.32,0.6914,1,0.9944,79.14,0.6777,fast
data\test\Tomato__Healthy\freshTomato (283).png,Tomato__Healthy,burst,480,322,195.6,484.35,120.68,0.0665,1,0.9947,476.59,0.697,1,1.0,1122.87,0.3411,1,0.9998,2143.8,0.0041,fast
data\test\Pomegranate__Rotten\RottenPomegranate (140).jpg,Pomegranate__Rotten,heavy,4141,3067,1315.26,20.02,161.95,0.0046,0,0.2771,739.22,-0.3907,1,0.9944,1051.71,0.3649,1,0.9852,1241.04,0.29,balanced
data\test\Potato__Healthy\freshPotato (233).jpg,Potato__Healthy,light,224,224,12.79,177.38,118.37,0.0594,1,0.7779,37.23,0.8436,1,0.9996,90.99,0.6855,1,0.997,172.51,0.6466,fast
data\test\Tomato__Rotten\rottenTomato (553).jpg,Tomato__Rotten,light,224,224,9.35,347.43,111.41,0.0674,1,0.5682,42.31,0.8419,1,1.0,36.18,0.7038,1,1.0,185.44,0.6422,fast
data\test\Orange__Rotten\rottenOrange (272).jpg,Orange__Rotten,light,224,224,9.86,517.1,114.29,0.1355,1,0.7006,23.24,0.8483,1,0.9996,45.66,0.7006,1,0.9999,17.07,0.6984,fast
data\test\Bellpepper__Healthy\freshPepper (275).jpg,Bellpepper__Healthy,heavy,224,224,15.33,476.71,93.24,0.0827,1,0.9626,1053.59,0.5044,1,1.0,1184.46,0.3206,1,0.9997,1112.74,0.3328,fast
data\test\Mango__Rotten\541.jpg,Mango__Rotten,light,224,224,10.12,373.8,109.02,0.0708,1,0.9863,63.77,0.8347,1,1.0,62.64,0.695,1,1.0,29.97,0.6941,fast
data\test\Cucumber__Rotten\rottenCucumber (273).jpg,Cucumber__Rotten,light,259,194,11.18,4044.51,123.24,0.2515,1,0.9306,84.41,0.8279,1,0.989,124.43,0.6743,1,0.9996,135.37,0.659,fast
data\test\Banana__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.03.06 PM.png,Banana__Rotten,light,436,406,141.4,486.96,152.29,0.0424,1,0.9999,56.87,0.837,1,1.0,197.44,0.65,1,0.9999,122.64,0.6632,fast
data\test\Carrot__Rotten\rottenCarrot (143).jpg,Carrot__Rotten,light,100,100,4.52,1154.66,181.21,0.2017,1,0.4838,62.49,0.8352,1,0.9557,109.67,0.6793,1,0.7605,23.66,0.6962,fast
data\test\Mango__Rotten\aspergillus_105.jpg,Mango__Rotten,light,224,224,9.52,1865.14,90.72,0.0842,1,0.7987,48.6,0.8398,1,1.0,212.29,0.645,1,0.9998,30.07,0.6941,fast
data\test\Orange__Rotten\rottenOrange (581).jpg,Orange__Rotten,light,380,344,144.29,494.94,150.98,0.035,1,0.991,84.41,0.8279,1,1.0,77.94,0.6899,1,1.0,43.7,0.6895,fast
data\test\Bellpepper__Rotten\rottenPepper (238).jpg,Bellpepper__Rotten,light,274,184,6.26,152.43,222.15,0.0197,0,0.5553,30.94,-0.1543,1,0.9867,109.22,0.6794,1,0.4602,80.53,0.6773,balanced
data\test\Bellpepper__Rotten\rottenPepper (278).jpg,Bellpepper__Rotten,heavy,202,250,4.59,865.96,167.09,0.0352,1,0.4189,698.18,0.623,1,0.5857,1180.37,0.3219,1,0.6637,994.85,0.3721,fast
data\test\Tomato__Rotten\rottenTomato (258).jpg,Tomato__Rotten,light,342,345,85.44,359.22,147.44,0.0667,0,0.325,209.38,-0.2139,1,0.9368,61.08,0.6955,1,0.5073,119.67,0.6642,balanced
data\test\Pomegranate__Rotten\RottenPomegranate (80).jpg,Pomegranate__Rotten,light,4160,3120,2807.87,38.41,189.4,0.0004,1,0.358,125.47,0.8142,1,1.0,81.48,0.6887,1,0.9947,107.17,0.6684,fast
data\test\Banana__Rotten\rottenBanana (505).jpg,Banana__Rotten,burst,224,224,3.29,63.17,145.48,0.0142,1,0.7889,1422.96,0.3811,1,1.0,2087.41,0.0192,1,1.0,1452.02,0.2195,fast
